smiles,pIC50 (MERS-CoV Mpro),pIC50 (SARS-CoV-2 Mpro)
"O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H]2[C@@](C3=CC=CC=C3)(C1)CS2(=O)=O |&1:15,16|",,4.75
O=C(C1=CC=CS1)C1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,,4.78
CC1=NN(C[C@H]2CCCCN2C(=O)CC2=CN=CC3=CC=CC=C23)C(C)=C1 |&1:5|,,4.19
"C[C@H]1CCC[C@H](CCN(C)C)N1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1,&2:5|",,4.24
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=NOC=C2C1,4.5,5.49
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](OC2=CC=CC(F)=C2)C1 |&1:16|,,4.86
"C[C@H]1CN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@H](C)CC1=O |&1:1,&2:17|",,4.14
CN1C=C([C@H]2CN(C(=O)CC3=CN=CC4=CC=CC=C34)CC2(C)C)C=N1 |&1:4|,,4.34
C[C@H]1CC(F)(F)CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1|,5.57,5.32
CC1=NN=C([C@H]2CCCCN2C(=O)CC2=CN=CC3=CC=CC=C23)O1 |&1:5|,,4.01
CCC(=O)[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:4|,,4.34
COC1=CC=CC=C1C[C@H]1CCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:9|,,4.41
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(CN2CCCC2=O)CC1,,4.46
O=C(CC1=CN=CC2=CC=CC=C12)N1CC(F)(F)C(F)(F)C(F)(F)C1,,4.25
CCC1=NC([C@H]2CCCN2C(=O)CC2=CN=CC3=CC=CC=C23)=NO1 |&1:5|,,4.2
"O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2CCC[C@H]21 |&1:16,20|",,4.21
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](C2=CC=CS2)C1 |&1:16|,,5.11
COC1=CC=CC=C1C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |&1:9|,,4.88
"O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@@H]2[C@H](C1)[C@@H]2C(F)(F)F |a:15,16,18|",,4.3
"O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2CC[C@H]2C1 |&1:16,19|",5.22,4.99
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CC1)C[C@H]2F |&1:20|,4.57,5.11
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC([C@H]2CCO2)CC1 |&1:17|,,4.43
COC[C@H]1CC12CCN(C(=O)CC1=CN=CC3=CC=CC=C13)CC2 |&1:3|,,4.59
"CO[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C[C@H]1C |&1:2,&2:20|",4.99,4.45
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CCOCC2)CC1,,4.3
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CC1)CC2(F)F,,5.2
CO[C@H](C)C1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1 |&1:2|,4.12,5.34
"O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2COC[C@H]2C1 |&1:16,&2:20|",4.07,4.28
"C[C@H]1[C@@H]2CN(C(=O)CC3=CN=CC4=CC=CC=C34)C[C@H]12 |a:1,2,19|",,5.0
"C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C[C@H]1F |&1:1,19|",5.34,5.51
"C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@@H](C(F)(F)F)C1 |&1:1,18|",5.18,5.43
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC([C@H]2CCCO2)CC1 |&1:17|,,4.52
COC1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,,4.59
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(F)(F)CC1,5.18,5.17
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CCO2)CC1,,4.57
"C[C@H]1C[C@@H](C(F)(F)F)CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1,3|",5.56,5.93
CC1(F)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,5.4,5.31
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(CC2CC2)CC1,4.01,5.56
"O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@@H]2[C@H](C1)[C@H]2C(F)(F)F |a:15,16,18|",4.65,5.32
"COC[C@@H]1[C@H]2CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C[C@H]21 |&1:3,4,22|",,4.26
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CC1)CS(=O)(=O)C2,,4.32
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CCCC2)CC1,4.67,5.79
COC1CC2(CCN(C(=O)CC3=CN=CC4=CC=CC=C34)CC2)C1,4.27,5.36
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CC1)CCS2(=O)=O,,4.6
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CCC2)CC1,5.14,5.85
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CCCO2)CC1,,4.95
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CCOC2)CC1,,4.97
"O=C1NC[C@H]2CN(C(=O)CC3=CN=CC4=CC=CC=C34)CC[C@@H]12 |&1:4,22|",,4.06
O=C1CC2(CCN(C(=O)CC3=CN=CC4=CC=CC=C34)CC2)CN1,,4.16
"CC(C)O[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@@H](C)C1 |&1:4,21|",,4.39
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(OC2CC2)CC1,,4.29
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CCCCO2)CC1,,5.24
"O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2CCC[C@H]2C1 |&1:16,20|",5.35,5.67
"C[C@H]1[C@@H]2CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C[C@H]12 |&1:1,2,20|",5.34,5.58
CC[C@H](C)OC1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1 |&1:2|,,4.33
COCCC1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,,5.0
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(C2CC2)CC1,4.81,5.77
C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1(F)F |&1:1|,5.01,5.4
"C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@@H](C)C1 |a:1,18|",5.2,5.49
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CC1)COCCO2,,4.88
"CO[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@@H](C)C1 |&1:2,19|",,4.55
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CC1)CC2,4.66,5.15
"O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2C[C@H]2C1 |&1:16,&2:18|",4.62,4.55
COC1(C)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,,4.76
"O=C(COS(=O)(=O)NCC1=CC=CC=C1)N1CCN(CC2=CC=CC(Cl)=C2)[C@H]2CS(=O)(=O)C[C@@H]21 |&1:27,33|",4.23,4.93
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CC1)COC2,,4.27
"C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C[C@H]1C |&1:1,&2:19|",4.85,5.53
"CO[C@@H]1C[C@@H]2C[C@H]1CN2C(=O)CC1=CN=CC2=CC=CC=C12 |&1:2,4,6|",,4.27
COC(C)(C)C1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,,5.08
CC1=NC2=CC=CC=C2N1C[C@H]1CCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:11|,4.3,
CN(C)[C@]1(C)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |&1:3|,,4.19
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](C2=CNC3=CC=CC=C23)C1 |&1:17|,,4.57
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](CC2=CC=C(F)C(F)=C2)C1 |&1:16|,,4.71
"C[C@H]1CCC[C@@H](CNC(=O)C(F)(F)F)N1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1,5|",,4.42
"O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H]2CCCS(=O)(=O)[C@H]2C1 |&1:15,22|",,4.04
CN1C=C([C@H]2CCCN2C(=O)CC2=CN=CC3=CC=CC=C23)C2=CC=CC=C21 |&1:4|,4.6,4.76
CN1CC2(CCN(C(=O)CC3=CN=CC4=CC=CC=C34)CC2)C2=CC=CC=C21,4.27,4.54
"O=C(CC1=CN=CC2=CC=CC=C12)N1[C@H]2CCC[C@H]1C1=C(C2)NN=C1 |&1:14,&2:18|",,4.82
"C[C@H]1C[C@H](C2CCCCC2)CN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1,&2:3|",,5.22
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1CCC1=CC=CC=C1 |&1:17|,,4.83
"CC[C@H]1CN(C(=O)CC2=CN=CC3=CC=CC=C23)C[C@@H]1C1=CC=C(OC)C=C1 |&1:2,19|",,4.88
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(C[C@H]1C(F)(F)F)OCCO2 |&1:18|,,4.78
"CC1=CC=CC=C1[C@H]1C[C@H](C)N(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |&1:7,&2:9|",,4.86
COCC1(F)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,,4.63
"COC1=CC=CC([C@H](C)[C@H]2CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C2)=C1 |&1:7,&2:9|",,4.79
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(OC2CCC2)CC1,,4.3
"C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@H]2C(=O)NC[C@H]12 |&1:1,&2:18,&3:23|",,5.28
"N#C[C@H](C1=CC=CC=C1)[C@H]1CCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:2,&2:9|",,4.46
"O=C1C[C@H]2COC[C@H](C1)N2C(=O)CC1=CN=CC2=CC=CC=C12 |&1:3,&2:7|",,4.27
CN1N=CC=C1C[C@H]1CCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |a:7|,4.36,4.12
"CC1=NC=CC(CN2C[C@@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3CNC3=NN=C(C(F)(F)F)S3)C3=CC(Cl)=CC=C3C2=O)=N1 |a:9,24|",7.23,7.36
O=C(CC1=CN=CC2=CC=CC=C12)N1CC(F)(F)CC2(CCC2)C1,,4.22
"C[C@H]1C[C@H](C2=CC=CS2)CN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1,&2:3|",,5.11
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](OC(F)(F)F)C1 |&1:16|,4.74,5.62
"C[C@H]1C[C@H](C2=CC=CC=C2)CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1,&2:3|",,4.85
"CN1CCC[C@H]2CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C[C@H]21 |&1:5,&2:23|",,4.37
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](OC2=CC=CC=C2)C1 |&1:17|,,4.27
"O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H]2CC[C@H]2[C@H]1C1=CC=CC=C1 |&1:15,18,19|",4.84,5.26
"COC1=CC=CC([C@H]2C[C@H](C)CN2C(=O)CC2=CN=CC3=CC=CC=C23)=C1 |&1:7,&2:9|",5.5,5.02
"C[C@H]1C[C@H](C)N(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |&1:1,&2:3|",4.26,4.38
"N#CC1[C@H]2CC[C@H]1CN(C(=O)CC1=CN=CC3=CC=CC=C13)C2 |&1:3,&2:6|",,4.86
CN(C[C@H]1CCCN1C(=O)CC1=CN=CC2=CC=CC=C12)C1=CC=CC=C1 |&1:3|,,4.91
CCN1C=CN=C1[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:7|,4.22,4.14
"CS(=O)(=O)C[C@@H]1C[C@@H]2CCC[C@@H]2N1C(=O)CC1=CN=CC2=CC=CC=C12 |a:5,7,11|",,4.22
"CCC1=CC=C([C@H]2C[C@H](C)CCN2C(=O)CC2=CN=CC3=CC=CC=C23)O1 |&1:6,8|",6.01,6.27
"O=C(CC1=CN=CC2=CC=CC=C12)N1[C@H]2CC[C@H]1CS(=O)(=O)C2 |&1:14,&2:17|",,4.31
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(NC2=CC=CC3=NC=CC=C23)CC1,,4.07
COC1=CC=CC([C@]2(F)CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C2)=C1 |&1:7|,,4.87
C[C@H]1CN(C(=O)CC2=CN=CC3=CC=CC=C23)CC2=CNN=C21 |&1:1|,,4.09
"O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@@H]2C[C@H]1CN2C1=CC=CC=C1 |a:15,17|",,4.14
N#CC1CC2(CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C2)C1,,4.06
COCC(=O)[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:5|,,4.06
COC1=CC=CC=C1OC[C@H]1CCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |a:10|,4.88,4.14
CN(C)C1=NOC([C@H]2CCCN2C(=O)CC2=CN=CC3=CC=CC=C23)=N1 |&1:7|,4.51,
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1C1=CC=CC(F)=C1F |&1:17|,4.01,5.27
"O=C1C2=CC=C(Cl)C=C2[C@@]2(CN1CC1=NNC=C1)C(=O)N(C1=CN=CC3=CC=CC=C13)C[C@@H]2CNC1=NN=CO1 |a:9,32|",7.12,8.18
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@]2(CCCC3=CC=CC=C32)C1 |o1:16|,3.55,5.35
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@]2(CCCC3=CC=CC=C32)C1 |o1:16|,4.53,5.54
C[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1 |o1:1|,5.22,5.79
C[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1 |o1:1|,5.13,5.55
"O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H]2CCCCCC[C@@H]2C1 |o1:15,22|",4.09,5.76
"O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H]2CCCCCC[C@@H]2C1 |o1:15,22|",4.08,6.03
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@]2(CC=CCO2)C1 |o1:16|,4.53,5.16
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@]2(CC=CCO2)C1 |o1:16|,4.11,5.34
"COC1=CC=CC=C1[C@@H]1C[C@H](C)CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |o1:8,10|",6.22,5.87
"COC1=CC=CC=C1[C@@H]1C[C@H](C)CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |o1:8,10|",6.16,6.19
"O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2CCC(F)(F)C[C@H]2C1 |o1:16,23|",5.23,6.28
"O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2CCC(F)(F)C[C@H]2C1 |o1:16,23|",4.08,5.33
C[C@H]1CC(F)(F)CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |o1:1|,5.77,5.49
C[C@H]1CC(F)(F)CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |o1:1|,5.59,5.29
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](C2=CC=CC(F)=C2)C1 |o1:16|,4.85,5.03
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](C2=CC=CC(F)=C2)C1 |o1:16|,4.06,5.28
CO[C@]1(C(F)(F)F)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |o1:2|,4.7,5.23
CO[C@]1(C(F)(F)F)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |o1:2|,4.48,5.15
"C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@@H](C2CCOCC2)C1 |o1:1,18|",4.26,5.15
"C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@@H](C2CCOCC2)C1 |o1:1,18|",5.27,5.34
"CC[C@H]1C[C@@H](C(F)(F)F)CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |o1:2,4|",5.49,6.13
"CC[C@H]1C[C@@H](C(F)(F)F)CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |o1:2,4|",5.87,5.92
COC1=CC=CC(C[C@H]2CCCN2C(=O)CC2=CN=CC3=CC=CC=C23)=C1 |o1:8|,4.05,5.28
COC1=CC=CC(C[C@H]2CCCN2C(=O)CC2=CN=CC3=CC=CC=C23)=C1 |o1:8|,4.57,5.36
"O=C(CC1=CN=CC2=CC=CC=C12)N1[C@H]2C=CC[C@@H]1CCC2 |o1:14,18|",4.83,5.45
"O=C(CC1=CN=CC2=CC=CC=C12)N1[C@H]2C=CC[C@@H]1CCC2 |o1:14,18|",4.61,4.95
CC(C)[C@]1(C#N)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |o1:3|,4.46,5.1
CC(C)[C@]1(C#N)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |o1:3|,4.42,6.23
CC1=CSC2=C1CN(C(=O)CC1=CN=CC3=CC=CC=C13)CC2,4.99,6.48
"CC1=NN=C(NC[C@H]2CN(C3=CN=CC4=CC=CC=C34)C(=O)[C@@]23CN(CC2=NNC=C2)C(=O)C2=CC=C(Cl)C=C23)O1 |a:7,22|",6.93,7.68
CC1=CC2=C(CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C2)S1,3.98,5.38
"O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H]2CC[C@H]2[C@H]1C1=CC=CC=C1 |o1:15,18,19|",4.58,4.75
"O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H]2CC[C@H]2[C@H]1C1=CC=CC=C1 |o1:15,18,19|",5.02,5.44
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1C1=CC=CC(F)=C1F |o1:17|,4.43,4.26
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1C1=CC=CC(F)=C1F |o1:17|,4.09,5.61
O=C(CC1=CC=CN=C1)N1CCC2=C(C=CS2)C1,4.4,4.47
"O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2CC[C@H]1C2 |&1:16,&2:19|",4.81,4.67
"C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@H]2C(=O)NC[C@@H]12 |o1:1,18,23|",4.41,5.49
"C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@H]2C(=O)NC[C@@H]12 |o1:1,18,23|",4.65,5.21
C[C@H]1CN(C(=O)CC2=CN=CC3=CC=CC=C23)CCC12COC2 |&1:1|,4.29,4.03
"C[C@H]1C[C@H]2C[C@@H]1CN2C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1,3,5|",4.78,4.98
"C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C[C@H]1O |&1:1,19|",4.93,
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(O)CC1C2,4.22,
"C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C[C@@H]1O |&1:1,19|",4.06,4.6
"CCC1=CC=C([C@H]2C[C@H](C)CCN2C(=O)CC2=CN=CC3=CC=CC=C23)O1 |o1:6,8|",5.22,5.93
C[C@@H](O)C1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1 |a:1|,4.35,4.32
N#CC1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,4.01,4.74
CN1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,4.34,
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](OC(F)(F)F)C1 |o1:16|,4.5,5.18
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](OC(F)(F)F)C1 |o1:16|,4.92,5.99
C[C@H]1CN(C)CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1|,4.92,
"O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2C[C@@H]1C2 |a:16,18|",4.48,4.39
"C[C@H]1C[C@H]2CC[C@@H](C1)N2C(=O)CC1=CN=CC2=CC=CC=C12 |a:1,3,6|",4.82,5.38
"O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H]2C[C@H]2C1 |&1:15,&2:17|",4.23,4.19
"O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2COC[C@H]1C2 |&1:16,&2:20|",4.07,4.14
"O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2CCC[C@H]1C2 |&1:16,&2:20|",5.06,4.97
CC1(O)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,4.38,4.62
"CO[C@@H]1CN(C(=O)CC2=CN=CC3=CC=CC=C23)CC[C@H]1C |&1:2,20|",4.45,5.07
"CC1(C)[C@H]2CN(C(=O)CC3=CN=CC4=CC=CC=C34)C[C@H]21 |&1:3,&2:20|",5.2,5.46
"O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H]2C[C@@H]1[C@@H]1C[C@H]21 |&1:15,17,18,20|",4.06,4.44
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(CF)CC1,5.16,5.63
COCC1(C)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,4.1,4.93
"O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2C[C@H](O)C[C@H]2C1 |&1:16,21,&2:18|",4.87,4.16
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=C(C=CS2)[C@H]1C1CC1 |&1:21|,5.1,6.49
CC1=CC=C2CN(C(=O)CC3=CN=CC4=CC=CC=C34)CCC2=N1,4.35,4.44
O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H](O)C2CC1C2 |&1:15|,4.31,
CC(C)[C@H]1C2=C(CCN1C(=O)CC1=CN=CC3=CC=CC=C13)SC=C2 |&1:3|,5.53,6.86
"O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2[C@H](F)[C@H]2C1 |&1:16,&2:17,&3:19|",5.15,5.2
"O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@@]2(O)C[C@H]2C1 |&1:16,19|",4.61,
"O=C1C2=CC=C(Cl)C=C2[C@@]2(CN1CC1=NNC=C1)C(=O)N(C1=CN=CC3=CC=CC=C13)C[C@@H]2CNC1=NN=C(C(F)(F)F)S1 |a:9,32|",7.22,7.34
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=NC=C(C(F)(F)F)C=C2C1,4.24,4.4
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=NC(C(F)(F)F)=CC=C2C1,4.26,4.13
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=NC=CC=C2C1,4.28,4.26
C[C@H]1CC2=C(C=CS2)CN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1|,5.21,6.48
C[C@H]1C2=CC=CN=C2CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1|,4.28,4.34
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=NC=C(O)C=C2C1,4.24,
CC1=CN=C2CCN(C(=O)CC3=CN=CC4=CC=CC=C34)CC2=C1,4.76,5.03
C[C@H]1CN(C(=O)CC2=CN=CC3=CC=CC=C23)CC2=C1SC=C2 |&1:1|,4.48,5.7
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=C(C=CS2)[C@H]1C1=CC=CC=C1 |&1:21|,5.56,6.88
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(CC(F)(F)F)CC1,4.41,5.69
CC(C)[C@H]1C2=C(CCN1C(=O)CC1=CN=CC3=CC=CC=C13)SC=C2 |o1:3|,4.6,5.49
COC[C@H]1C2=C(CCN1C(=O)CC1=CN=CC3=CC=CC=C13)SC=C2 |&1:3|,5.23,6.3
"O=C(COS(=O)(=O)NCC1=CC=CC=C1)N1CCN(CC2=CC=CC(Cl)=C2)[C@H]2CS(=O)(=O)C[C@H]21 |&1:27,33|",5.1,5.55
C[C@H]1CC2=C(C=CS2)CN1C(=O)CC1=CN=CC2=CC=CC=C12 |o1:1|,4.51,5.16
C[C@H]1CC2=C(C=CS2)CN1C(=O)CC1=CN=CC2=CC=CC=C12 |o1:1|,5.29,6.7
C[C@H](C(=O)N1CCC2=C(C=CS2)C1)C1=CN=CC2=CC=CC=C12 |&1:1|,4.27,4.09
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=NC=C(Cl)C=C2C1,4.29,4.48
CNC(=O)C[C@@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |a:5|,4.25,
CC(C)(F)C1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,4.6,6.02
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@@H](C(F)(F)F)C1 |a:17|,4.0,4.74
"C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C[C@H]1C |o1:1,19|",4.88,5.26
"C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C[C@H]1C |o1:1,19|",4.57,4.9
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](C(F)(F)F)CC1 |&1:17|,5.59,6.33
C[C@H]1CN(C(=O)CC2=CN=CC3=CC=CC=C23)CC2=C1SC=C2 |o1:1|,4.21,5.34
C[C@H]1CN(C(=O)CC2=CN=CC3=CC=CC=C23)CC2=C1SC=C2 |o1:1|,4.6,5.92
C#CC1(C)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,4.99,5.33
N#CC[C@@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |a:3|,4.3,4.34
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](CCO)C1 |a:17|,4.26,4.1
CCC1(C)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,5.3,6.13
O=C(CN(CC1=CC=CC(Cl)=C1)C(=O)CC1=CN=CC2=CC=CC=C12)N1CCCC1,4.87,5.75
CNC(=O)CN(CC1=CC=CC(Cl)=C1)C(=O)CC1=CN=CC2=CC=CC=C12,4.64,5.36
"C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C[C@@H]1C |o1:1,19|",4.61,4.97
"C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C[C@@H]1C |o1:1,19|",5.19,6.17
"CC[C@@H]1C[C@H](C)CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:2,4|",5.59,5.64
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](C(F)(F)F)C1 |a:17|,4.62,5.43
"CO[C@H]1C[C@H](O)CN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |a:2,4|",4.17,
NC(=O)[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |a:3|,4.24,4.06
